source_text,target_text,language_pair,source_file,sheet_name,source_tokens,target_tokens
in addition there was diminished t cell crossrecognition between the two waves which was more pronounced in individuals with unsuppressed hiv infection,ukwengeza kube nokuncipha kokuqashelwa kwet cell phakathi kwalezi ziwombe zokugasela ezimbili okwakubonakala kakhulu kubantu abanehiv engacashile,en-zu,ENGLISHZULU01537.xlsx,Sheet1,22,16
not done,alithathwanga,en-zu,englishzulu00158.xlsx,Sheet1,2,1
in every case parents of caregivers know their children best and they can be creative and respond with supportive activities like singing playing games or sharing stories,kuzo zonke izimo ngabazali bazazi kangcono izingane zabo futhi bangakwazi ukwenza izinto ezikhombisa ukubaseka ezifana nokucula ukudlala imidlalo noma ukuxoxa izindaba,en-zu,englishzulu00415.xlsx,Sheet1,27,21
words christine cunod cuenodukznacza,amagama wuchristine cunod cuenodukznacza,en-zu,englishzulu00317.xlsx,Sheet1,4,4
this document also sets twenty nine minimum standards which are to be adhered to by all staff members of the division in order to ensure that the best possible service is provided to all of our clients and stakeholders,lo mbhalo ubeka amazinga angamashumi amabili nesishiyagalolunye okumele aqikelelwe abasebenzi bomnyango ukuze kuqinisekiswe ukuthi sihlinzeka izidingo kubasebenzi nababambe iqhaza ngendlela efanele,en-zu,englishzulu00081.xlsx,Sheet1,39,21
the last part of the essay evaluates this new regime of work organisation by examining its effects on workers,ingxenye yokugcina yeeseyi ibhekisisa le ndlela entsha yokuhlela ezokusebenza ngokuhlola imiphumela yayo kubasebenzi,en-zu,englishzulu00493.xlsx,Sheet1,19,13
university of south africa,inyuvesi yaseningizimu afrika,en-zu,englishzulu00471.xlsx,Sheet1,4,3
but now that their journey was about to begin the mens longsuppressed fears had been rekindled,kodwa njengoba manje uhambo lwabo lwase luzoqala ingebhe ababeyivalele ngaphakathi yase iqale phansi,en-zu,englishzulu00492.xlsx,Sheet1,16,13
the study was based on data from one of the largest populationbased longitudinal hiv and demographic surveys managed by the ahri,lolu cwaningo luncike olwazini lolunye ucwaningo lwabantu olukhulu olwenziwa yiahri,en-zu,englishzulu00289.xlsx,Sheet1,21,10
let yourself be like a rag doll,dedela umzimba ube yinto ethambile,en-zu,englishzulu00415.xlsx,Sheet1,7,5
do the discussion forum activities,wenze okuyizidingo zengosi yezingxoxo,en-zu,englishzulu00478.xlsx,Sheet1,5,4
assessment,ukuhlolwa,en-zu,englishzulu00471.xlsx,Sheet1,1,1
the purpose of this study was to evaluate the influence of packaging and brand equity of herbal drugs in the overthecounter medicine market,inhloso yalolu cwaningo ukuhlola umthelela wokupakisha nokulinganiswa kwezimpawu zezidakamizwa zamakhambi emakethe yemithi ejwayelekile,en-zu,EnglishZulu00814 Peter K Oppong.xlsx,Sheet1,23,13
ilobolobride price dialogue,izingxoxo ngodaba lwelobolo,en-zu,englishzulu00191.xlsx,Sheet1,3,3
meth believes that poverty decreased because income and wages increased whereas van der berg et al only stress social grants as a reason,umeth ukholwa ukuthi ukungalingani kwancipha ngenxa yengeniso nokunyuka kwamaholo kanti uvan der berg et al ugcizelela ukukhokhwa kwesibonelelo senhlalo njengesizathu,en-zu,englishzulu00493.xlsx,Sheet1,23,20
the differences in the two health sectors can be seen across the spectrum of healthcare including intensive care services,umehluko kule mikhakha yezempilo kulula ukuyibona kuzo zonke izikhungo zezempilo kuhlanganisa nezikhungo zosizo lwababangwa nezibi,en-zu,EnglishZulu00841 Saajida Mahomed.xlsx,Sheet1,19,15
this can lead to direct conflict or competition with the dominant group since the subordinate group sometimes wants to achieve superiority over or at least equal status with the dominant group,lokhu kungaholela ekungqubuzaneni noma ekuqhudelaneni neqembu elinamandla ngoba iqembu elingaphansi ngesinye isikhathi lifuna ukuba ngomakhonya noma lilingane neqembu elinamandla,en-zu,englishzulu00493.xlsx,Sheet1,31,19
to investigate how teachers perceive this phenomenon a qualitative approach was adopted where questionnaires were distributed to ml teachers to elicit their views about the role played by language in teaching,ukuphenya ukuthi othisha basibona kanjani lesi simo kwamukelwa indlela esezingeni eliphezulu lapho amaphepha emibuzo asakazwa kothisha beml ukuze kutholwe imibono yabo ngeqhaza elibanjwa ulimi ekufundiseni,en-zu,englishzulu202500065.xlsx,Sheet1,31,25
you were a formidable team and forces to be reckoned with she said,beniyithimba elinamandla kusho yena,en-zu,englishzulu00538.xlsx,Sheet1,13,4
in the fraction what does the mean,eqhuzwini ichaza ukuthini inombolo,en-zu,englishzulu00200.xlsx,Sheet1,7,4
she noted that adversity had always propelled her forward we dont realise that there are moments where we need to fail in order to learn,ubalule ukuthi ubunzima buhlale bumenza abhukule asiboni ukuthi kuba nezikhathi lapho kudingeka singaphumeleli khona ukuze sifunde,en-zu,englishzulu00241.xlsx,Sheet1,25,16
policy implementation involves various actors and in the case of the cgp networks and partnerships have been formed with private companies,ukusebenza kwenqubomgomo kufaka izinto eziningi ezahlukene uma kuza kwicgp ukuxhumana nokwakha ubuhlobo nezinkampani ezizimele kwenzekile,en-zu,englishzulu202500024.xlsx,Sheet1,21,15
this means that the child must be able to listen understand and speak properly,lokhu kusho ukuthi umntwana uba nekhono lokuzwa aqode futhi akhulume kahle,en-zu,englishzulu00955.xlsx,Sheet1,14,11
when a donor is identified as a match for a patient the process of donating stem cells is similar to donating blood or platelets,uma etholakala onikelayo ohambisana nesiguli kube sekuqala ukunikela ngezicutshana zegazi okufana nokunikela ngegazi,en-zu,englishzulu00273.xlsx,Sheet1,24,13
question,umbuzo,en-zu,englishzulu00054.xlsx,Sheet1,1,1
the postharvest loss of fresh produce is a global problem with the tomato fruit being subjected to a loss of total production after harvest,kuyinkinga enkulu umhlaba wonke ukonakalelwa ukudla emva kokuba sekuvuniwe amazinga okonakala kukatamatisi kudla amaphesenti angama omkhiqizo emuva kokuba usuvuniwe,en-zu,EnglishZulu00644 Getachew Neme Tolesa.xlsx,Sheet1,24,19
adhere to all grammatical rules,gcina yonke imitthetho yohlelo lolimi,en-zu,englishzulu00474.xlsx,Sheet1,5,5
attribution,ukusetshenziswa kwezimpawu,en-zu,englishzulu00170.xlsx,Sheet1,1,2
deceased transfer application,ukufakwa kwesicelo setransfer songasekho emhlabeni,en-zu,englishzulu00951.xlsx,Sheet1,3,5
further logical connectors,okunye ukuxhuma umqondo,en-zu,englishzulu00954.xlsx,Sheet1,3,3
patrick hathorn from fgg architects said the company is proud to have designed the krith tower building adding that it is an honour to receive recognition,patrick hathorn wasefgg artitects uthe inkampani iyaziqhenya ngokwakha ikrith tower building waphinde wathi kuyajabulisa ukubongwa,en-zu,englishzulu00117.xlsx,Sheet1,26,15
you may find it helpful to identify relaxing activities you used to do before the disaster and then force yourself to start doing them once again,ungakuthola kuwusizo ukuthola izinto obujwayele ukuzenza ngaphambi kwenhlekelele ezikujabulisayo uziphoqe ukuthi uzenze futhi,en-zu,englishzulu00958.xlsx,Sheet1,26,13
follow up communique,isimemezelo esicacisayo,en-zu,englishzulu00133.xlsx,Sheet1,3,2
development of the preschooler years,ukukhula kwengane engakangeni esikoleni iminyaka,en-zu,englishzulu00154.xlsx,Sheet1,5,5
she is the epitome of inspiring greatness in line with our university motto,uyisibonelo sesiqubulo sesiqubulo senyuvesi esithi ukukhuthaza okukhulu,en-zu,englishzulu00506.xlsx,Sheet1,13,7
secondly each person has a preferred learning style,okwesibili umuntu ngamunye unendlela yakhe yokufunda,en-zu,englishzulu00469.xlsx,Sheet1,8,6
no,cha,en-zu,englishzulu00171.xlsx,Sheet1,1,1
vicechancellor and principal,sekelashansela nomphathi,en-zu,englishzulu00185.xlsx,Sheet1,3,2
caption mr jaedon naidu nine received nine as in his finalyear at eden college,caption umnu jaedon naidu uthole oa abayisishiyagalolunye uthole kumakikuletsheni eeden college,en-zu,englishzulu00924.xlsx,Sheet1,14,11
the health professionals workshop was followed by two trainings at greys hospital in pietermaritzburg to equip clinicians and students to deal with the coronavirus in the various hospitals they are attached to,isithangami sokucija abasebenzi bezempilo silandelwe wukuqeqesha kabili esibhedlela igreys emgungundlovu ukucija odokotela nezitshudeni ngokuthi bakwazi ukubhekana necoronavirus ezibhedlela ezehlukene abasebenza kuzona,en-zu,englishzulu00270.xlsx,Sheet1,32,21
total for assignment marks,ithothali yeasayinimenti amamaki,en-zu,englishzulu00471.xlsx,Sheet1,4,3
participants in the clusters were randomly assigned to either the experimental sscf or control arm and observed for and months,ababambiqhaza kulawa maqoqo babiwa ngokungahleliwe ukuba babe kwilinge sscf noma uhlangothi olungacwaningwa futhi babhekwe izinyanga eziyi nezingama,en-zu,englishzulu202500070.xlsx,Sheet1,20,17
the group also had an opportunity to engage with a wider audience on newcastle community radio where they gave talks on back care stroke exercise and importance of physical activity,leli qembu laba nelinye ithuba lokuxhumana nezethameli eziningi ngokuba semsakazweni womphakathi inewcastle community radio lapho babekhuluma ngokunakekelwa kweqolo isithrokhi ukuzivocavoca nokubaluleka kokunyakazisa umzimba,en-zu,englishzulu00032.xlsx,Sheet1,30,23
chetty is the recipient of many awards including the emerging public health practitioner prize from the health systems trust,usolwazi uchetty useklonyeliswe ngemiklomelo eminingi okukhona kuyo iemerging public health practitioner yangowezi yehealth systems trust,en-zu,englishzulu00230.xlsx,Sheet1,19,15
ukzn has additional support systems in place to help accounting students academically socially and professionally with the aim of bridging the throughput gap while inspiring student excellence,iukzn inezinhlelo ezengeziwe zokulekelela abafundi bezifundo zokuhlelwa kwamabhuku email ngokwemfundo ngokwempilo nangokomsebenzi ngenhloso yokuvala igebe lokukhiqizwa kwabafundi abaneziqu nokukhuthaza ukuthi abafundi bavelele ezifundweni,en-zu,EnglishZulu01525.xlsx,Sheet1,27,23
pitso who was now used to ngqavinis outbursts most of which were unnecessary decided to ignore the man,upitso owayesekujwayele ukuthetha kukangqavini esikhathini esiningi okwakungenasidingo wakhetha ukumziba,en-zu,englishzulu00492.xlsx,Sheet1,18,9
full names of people interviewed and date and place of interview,amagama aphelele abantu okuxoxwe nabo nosuku nendawo okwaxoxwa,en-zu,englishzulu00474.xlsx,Sheet1,11,8
having thus attributed some knowledge of africa to hegel it is pertinent to surmise that his claim that africa had no connections whatsoever with europe is not knowledgebased,njengoba lokhu kusho ukuthi ulwazi oluthile lweafrica lubangelwa uhegel kufanelekile ukucabanga ukuthi isimangaliso sakhe sokuthi iafrica ibingenakho ukuxhumana neyurophu akwesekelwe olwazini,en-zu,englishzulu00494.xlsx,Sheet1,28,21
moreover in chapter six a comparative study is conducted by critically examining tanzanias legal framework by making special reference to the south african legal framework,phezu kwalokho esahlukweni sesithupha kwenziwe ucwaningo oluqhathanisayo oluhlola ngokuhlaziyayo uhlaka lomthetho wasetanzania luqhathaniswa ngokukhethekile nohlaka lomthetho waseningizimu afrika,en-zu,EnglishZulu00750 Momburi DF.xlsx,Sheet1,25,18
the participants were the parents or guardians of children with asd and specialschool educators and therapists who are exposed to children with asd,ababambiqhaza bekungabazali noma ababheki bezingane ezineasd abafundisi ezikoleni ezifunda abafundi abanalesi sifo kanye nabelaphingxube ababhekene nezingane ezineasd,en-zu,EnglishZulu00877 Thabisile H. Zondi.xlsx,Sheet1,23,17
e denial of service attack,e ukuhlaselwa ngokuvinjwa kofuna ukukwenza,en-zu,englishzulu00027.xlsx,Sheet1,5,5
for more information on gamedes company services email him at infoiladaholdingscoza,uma udinga imininingwane ngokwenziwa yinkampani kagamede xhumana naye ngeimeyili ethi infoiladaholdingscoza,en-zu,englishzulu00043.xlsx,Sheet1,11,11
h toh,h h,en-zu,englishzulu00106.xlsx,Sheet1,2,2
connecting the childs behaviour and the feelings of others when explaining rules,umkhombise ukuxhumana kwezenzo zakhe nemizwa yabanye uma umchazela ngemithetho,en-zu,englishzulu00955.xlsx,Sheet1,12,9
the study identified training as the only component of employer branding that is used to develop the employer brand,ucwaningo luhlonze ukuqeqesha njengayongxenye kuphela yokuzikhangisa komqashi esetshenziswa ukuthuthukisa ukuzikhangisa komqashi,en-zu,EnglishZulu00578 Alexander Amankwaa.xlsx,Sheet1,19,11
leaders also pay attention to the capacity of their constituents to take control of challenging situations and become fully committed to change,abaholi futhi bayakunaka ukuthi ababaholayo banamandla angakanani okulawula izimo eziyinselelo nokuzibophezela kwabo oguqukweni,en-zu,englishzulu00951.xlsx,Sheet1,22,13
the study has developed a strategic planning model compatible with hypervolatile developing environments,ucwaningo lwenze imodeli yamaqhinga okuhlela ehambelana nezimo ezingezinhle,en-zu,EnglishZulu00621 Darlington Tinashe Chirima.xlsx,Sheet1,13,8
credit card payments,ukukhokhela amakhadi ekhredithi,en-zu,englishzulu00465.xlsx,Sheet1,3,3
its production in western ethiopia is threatened by several biotic and abiotic factors including diseases insect pests and weeds,sisengozini ngenxa yezizathu ezihlukene okubalwa kuzo isihlava izinambuzane nokhula,en-zu,englishzulu00311.xlsx,Sheet1,19,9
resources,imithombo,en-zu,englishzulu00467.xlsx,Sheet1,1,1
unique assignment numbers,izinombolo zamaasayinimenti ezikhethekile,en-zu,englishzulu00472.xlsx,Sheet1,3,3
the brothers have to say paternosters disposed according to the canonical hours,abafowethu kufanele bathi amapaternosters alahlwe ngokwamahora okulotshwa kwezincwadi zebhayibheli,en-zu,englishzulu00475.xlsx,Sheet1,12,9
your feedback in this exercise will be determined through a survey at the end of the dryrun period,imibono yenu ngalokhu kuhlola izoqoqwa ngesaveyi enizoyinikwa ekupheleni kokuhlolwa kokusebenza kohlelo idryrun,en-zu,englishzulu00376.xlsx,Sheet1,18,12
he holds a phd in linguistics from the university of oslo norway and an mphil in linguistics from cambridge university uk,uneziqu zobudokotela phd azithole enyuvesi yaseoslo enorway neziqu zemastazi kwezezilimi ayithole enyuvesi yasecambridge university euk,en-zu,englishzulu00067.xlsx,Sheet1,21,15
the academic journal publishing business is a multimillion dollar profitmaking industry where publishers essentially take the work of academics whose salaries are paid for by the public purse and copyright it and sell it back to academia for huge profits,umsebenzi wokushicilela amabhuku ocwaningo ezemfundo ephakeme wumsebenzi ongenisa izindodla zamarandi lapho abashicileli bethatha khona umsebenzi wabacwaningi amaholo abo akhokhelwa ngemali yomphakathi bathole amagunya awo bese bewudayisela izikhungo zemfundo ephakeme ngemali eshisiwe,en-zu,englishzulu00418.xlsx,Sheet1,40,31
confirmation forms can be either hand delivered the hr office on your campus or sent via email to insourcingukznacza,amafomu okuqinisekisa angalethwa ngesandla ehhovisi lezabasebenzi noma ithunyelwe ngemeyili ku insourcingukznacza,en-zu,englishzulu00055.xlsx,Sheet1,19,11
this is similar to the previous references except that this is a reference to an article in an edited work shamanism in eurasia in this case and it shows that the name of the author should be given here not the name of the editor,lokhu kuyafana nalokhu okushiwo ngokunye ukwaziswa kwababhali ngaphandle kokuthi la kwaziswa isihloko esithile emsebenzini ohleliwe shamanism in eurasia kulesimo futhi kukhombisa ukuthi igama lombhali kumele livezwe kungabi elomhleli,en-zu,englishzulu00485.xlsx,Sheet1,45,28
outcomes,imiphumela,en-zu,englishzulu00478.xlsx,Sheet1,1,1
for example you can take a historical materialist or a marxist approach,ungathatha indlela methariyalist ezomlando noma indlela kamarx,en-zu,englishzulu00471.xlsx,Sheet1,12,7
she is a fellow of the japan society for the promotion of science as well as a fellow of the developing research innovation localisation and leadership in south africa drill,uwumcwaningi oxhumene nejapan society for the promotion of science nomcwaningi owesekwa yideveloping research innovation localisation and leadership in south africa idrill,en-zu,englishzulu00239.xlsx,Sheet1,30,21
the center cofounded by dr gerrard has for years managed the largest longestrunning schoolbased family counseling program of its type in the usa,lesi sizinda saqalwa ngokuhlanganyela nodkt gerrard usesebenze iminyaka eminingi ohlelweni lwalolu hlobo oselusebenze isikhathi eside ischoolbased family counseling eusa,en-zu,englishzulu00415.xlsx,Sheet1,23,19
executive director of corporate relations mr ashton bodrick said he was very proud of the student leaders,umqondisi omkhulu wakwacorporate relations umnu ashton bodrick uthe uyaziqhayisa ngabafundi abangabaholi,en-zu,englishzulu00355.xlsx,Sheet1,17,11
its not my knife,akuwona owami,en-zu,englishzulu00492.xlsx,Sheet1,4,2
the cry to attack followed and they streamed down the hillsides towards us their feet swift and silent through the waving grass and as they approached we could feel the pulse of their power and energy and i was filled with terror,umyalelo wokuhlasela wazwakala basho behla beqonde kithi ngqo beza buthule ngokushesha otshanini obabunyakaza sasiwenzwa amandla abo njengoba babeza futhi ngagcwala ukwesaba,en-zu,englishzulu00386.xlsx,Sheet1,42,21
that fell within his scope,useduze kwalaph eyayingafinyelela khona,en-zu,englishzulu00954.xlsx,Sheet1,5,4
mr siyabonga sibusiso shongwe spoke on the theme choose to live while mr masilo sekhula presented on the wishes of a tb patient,umnu siyabonga sibusiso shongwe ukhulume ngesihloko esithi khetha ukuphila kanti umnu masilo sekhula ukhulume ngesithi the izifiso zesiguli setb,en-zu,englishzulu00011.xlsx,Sheet1,23,19
an international multicentre study has found that children in subsaharan africa who are hospitalised with covid are dying at a rate far higher than children in the united states and europe,ucwaningo lwamazwe omhlaba luthole ukuthi izinga lokufa kwezingane ezingeniswa ezibhedlela ngenxa yecovid esubsaharan africa liphezulu kakhulu uma uqhathanisa nemelika neyurophu,en-zu,englishzulu00550.xlsx,Sheet1,31,20
we have a shared responsibility to address childrens fears and this requires a multipronged approach that reinforces children irrespective of age as rights holders who think know and feel,sonke sinomsebenzi wokubhekana nokwesaba kwezingane kanti loku kudinga indlela edidiyele ekhumbuza izingane ukuthi zinamalungelo kungakhathalekile iminyaka yazo ukuthi zingabantu abacabangayo nabanemizwa,en-zu,englishzulu00447.xlsx,Sheet1,29,21
the men listened attentively without interrupting him,amadoda alalelisisa engamuphazamisi,en-zu,englishzulu00492.xlsx,Sheet1,7,3
however if you write an aegrotat examination the year mark will count towards the final mark,kodwa uma ubhala isivivinyo iaegrotat imaki lakho lonyaka lizobalwa uma sekubalwa imaki lokugcina,en-zu,englishzulu00484.xlsx,Sheet1,16,13
you will be well on your way to success if you start studying early since this is a semester course,uzobe usendleleni yakho yempumelelo uma uqala ukufunda kusanesikhathi njengoba le kuyimojuli yesimeta,en-zu,englishzulu00477.xlsx,Sheet1,20,12
association organiser,umgqugquzeli kasoseshini,en-zu,englishzulu00952.xlsx,Sheet1,2,2
therefore each badge included a statement highlighting the significant role you could play in the fight against covid,ngakho ibheji ngalinye belinesitatimende esibalula iqhaza elimqoka ongaba nalo ekulweni necovid,en-zu,englishzulu00405.xlsx,Sheet1,18,11
assignments have a number of important purposes,amaasayinimenti enezinhloso eziningi,en-zu,englishzulu00475.xlsx,Sheet1,7,3
she shall write the minutes of the meetings of the provincial desk,uzobhala amaminithi emihlangano yophiko,en-zu,englishzulu00951.xlsx,Sheet1,12,4
to this end decentralisation with its many benefits often leads to ineffectiveness because lower structures particularly of rural municipalities lack requisite capacities,kuze kube manje ukwedluliswa kokuphathwa nezinsizakalo zakho eziningi kuvama ukuholela ekungasizeni ngalutho ngoba izakhiwo eziphansi ikakhulukazi zomasipala basemakhaya zintula amandla adingakalayo,en-zu,EnglishZulu00806 Pandelani Harry Munzhedzi.xlsx,Sheet1,22,21
data analysis adopted used both qualitative and quantitative analysis techniques,ukuhlaziywa kolwazi kusetshenziswe izindlela zekhwalithethivu neyekhwantithethivu,en-zu,EnglishZulu00579 Andrew Thamsanqa Sbusiso Mchunu.xlsx,Sheet1,10,6
no serious adverse events have been reported,akukho zigameko ezinzima esezike zabikwa,en-zu,englishzulu00956.xlsx,Sheet1,7,5
address casuarine road,ikheli casuarine road,en-zu,englishzulu00952.xlsx,Sheet1,3,3
i must confess i did at times long for my life back at drybridge farm,impela ngezinye izikhathi ngangibuye ngiyikhumbule impilo yami yasedrybridge,en-zu,englishzulu00386.xlsx,Sheet1,15,8
using highperformance computations the tccmmp is examining how the physical properties emanating from this behaviour can be harnessed for use in emerging technologies,isebenzisa izibalo ezishaya emhlolweni itccmmp icwaninga ukuthi isimo salezi zinto singasetshenziswa kanjani ebuchwephesheni obusha,en-zu,englishzulu00431.xlsx,Sheet1,23,14
this child may express feelings directly through tears anger or fear of another disaster or express feelings indirectly by having nightmares temper tantrums being afraid of the dark being reluctant to go to school or in some other way,le ngane ingabonisa imizwa yayo ngokusebenzisa izinyembezi intukuthelo noma ukwesaba enye inhlekelele noma ibonise imizwa engaqondile ngokuthi iphuphe kabi ukuthukuthela ngokwesaba ubumnyama ukungabaza ukuya esikoleni noma ngenye indlela,en-zu,englishzulu00415.xlsx,Sheet1,39,28
should you have any queries please send an email to our service provider by clicking here,uma unemibuzo sicela uthumele imibuzo yakho ngeimeyili kwabasilekelela ngale saveyi cofa lapha,en-zu,englishzulu00173.xlsx,Sheet1,16,12
the fractional polynomial polynomial and multivariate models that were developed can be used by farmers to predict the changes in the quality of fresh tomatoes during storage for the selective quality parameters such as tomato firmness colour and many others,izindlela zefractional polynomial ipolynomial nemultivariate ezaqanjwa zingasetshenziswa abalimi ukuze bakwazi ukubikezela ngezinguquko zekhwalithi yatamatisi oncwaba fresh maqondana nokuqina umbala nezinye izimo ngesikhathi usagciniwe,en-zu,EnglishZulu00644 Getachew Neme Tolesa.xlsx,Sheet1,40,23
the quantitative data generated from the learning styles inventory as well as the mathematics achievement was transcribed into excel,idatha yobuningi ekhiqizwe ohlwini lwezitayela zokufunda kanye nempumelelo yezibalo yabhalwa kuexcel,en-zu,englishzulu202500058.xlsx,Sheet1,19,11
you might take this opportunity to encourage your child to seek an outlet to explore feelings and to stay safe at the same time by exploring the scary idea together and then by thinking of alternative comforting characters that maybe you enjoyed as a child,ungathatha leli thuba ukhuthaze ingane yakho ukuthi ifune indawo yokuhlola imizwa futhi ihlale iphephile ube uhlola umqondo owesabisayo bese ucabanga abalingisi abaduduzayo okungenzeka ukuthi wawubathanda useyingane,en-zu,englishzulu00415.xlsx,Sheet1,45,26
on behalf of the university community i extend my gratitude to dr ayanda ntsaluba whose term of office as chair of council ended on june for his patient and astute leadership,ngidlulisa nokubonga kudkt ayanda ntsaluba okuphele isikhathi sakhe sokuba usihlalo womkhandlu kunhlangulana june sibonga ubuholi bakhe obuqotho,en-zu,englishzulu00184.xlsx,Sheet1,31,17
you should have received comments on your first draft in assignment and after that you should have gone through several unofficial drafts with your supervisor,uzothola ukuphawula kombhalo wokuqala kuasayinimenti emva kwalokho kuzomele ukube senike nabuyekeza nomphathi wakho izikhathi eziningana,en-zu,englishzulu00482.xlsx,Sheet1,25,15
music on the night was provided by ethekwini living legend and ukzn lecturer dr sazi dlamini,umculo wasuku ubuhlinzekwa yinkakha eyiethekwini living legend nomfundisi waseukzn udkt sazi dlamini,en-zu,englishzulu00045.xlsx,Sheet1,16,12
now go to your navigation bar and click on the module you want to open,dlulela kunavigation bar ucofe imojuli ofuna ukuyivula,en-zu,englishzulu00488.xlsx,Sheet1,15,7
we use a free open access software known as open journal system which is hosted by ukzn she said,sisebenzisa uhlelo lobuchwepheshe oluvuleleke emphakathini olubizwa ngeopen journal system esetshenziswa yiukzn kusho yena,en-zu,englishzulu00397.xlsx,Sheet1,19,13
memorandum of understanding department of nursing studies,izivumelwano zokusebenzisana umnyango wezifundo zobuhlengikazi,en-zu,englishzulu00162.xlsx,Sheet1,7,5
he is writing on the methodist schism,ubhala ngoqhekeko lwamamethodist,en-zu,englishzulu00471.xlsx,Sheet1,7,3
committee chair expense allowance r per month,ekasihlalo wekomidi eyezidingo r ngenyanga,en-zu,englishzulu00953.xlsx,Sheet1,7,5
student support services,umnyango wezokwesekwa kwabafundi,en-zu,englishzulu00157.xlsx,Sheet1,3,3
father we are one family and what affects one of us affects all of us,ubaba siwumndeni owodwa futhi okuthinta oyedwa wethu kusithinta sonke,en-zu,englishzulu00958.xlsx,Sheet1,15,9
this new approach seeks to enhance community resilience and coproduce practical strategies for disaster management in spontaneous and unplanned settlements said loggia,le ndlela entsha ihlose ukuthuthukisa ukumelana nesimo komphakathi kanye nokusungula ngokubambisana amasu asebenzayo okulawula izinhlekelele emijondolo kusho uloggia,en-zu,englishzulu00205.xlsx,Sheet1,22,18
she will liaise with all kinds of media within the province to promote the womens desk and its projects and events,suzoxhumana nazo zonke izinhlangano zabezindaba esifundazweni ukuze akhangise ngphiko lwezabesifazane imisebenzi kanye nemicimbi yalo,en-zu,englishzulu00951.xlsx,Sheet1,21,14
phamkamile mazibuko,uphakamile mazibuko,en-zu,englishzulu00407.xlsx,Sheet1,2,2
if school focuses on transferable facts it risks becoming irrelevant,uma isikole sigxila ezintweni ezidluliseka kwabanye abantu sisengozini yokuphelelwa yisikhathi,en-zu,EnglishZulu01527.xlsx,Sheet1,10,10
who taught you the rhyme translate the rhyme to explain the meaning,ubani owakufundisa lo mhlabelelo humusha lo mhlabelelo ukuze siwazi uthini,en-zu,englishzulu00154.xlsx,Sheet1,12,10
expected income predictions of future income,imali elindelekile ukuqagula imali ezongena,en-zu,englishzulu00465.xlsx,Sheet1,6,5
it is a privilege to serve in a national leadership role at a crucial point in the educational transformation journey said ramrathan,akwandele bani ukuba sesikhundleni sobuholi ezweni lonke ngesikhathi esimqoka ngesikhathi soshintsho kwezemfundo kusho usolwazi uramrathan,en-zu,englishzulu00401.xlsx,Sheet1,22,15
university,inyuvesi,en-zu,englishzulu00481.xlsx,Sheet1,1,1
use the assignment due dates and contents of the tutorial letter to guide you,sebenzisa izinsuku ezibekiwe nencwadi yethuthoyirali ukuze ikusize,en-zu,englishzulu00474.xlsx,Sheet1,14,7
purpose and outcomes,inhloso nemiphumela,en-zu,englishzulu00489.xlsx,Sheet1,3,2
to be chosen by asaswei as the runnerup for its emerging social work educator of the year for award suggests a positive direction to my career development,ukuqokwa yiasaswei ngaba ngophume isibili emklomelweni iemerging social work educator of the year yangowama kukhomba impumelelo emsebenzini wami,en-zu,englishzulu00513.xlsx,Sheet1,27,18
criterion weighting,umbandela isisindo,en-zu,englishzulu00486.xlsx,Sheet1,2,2
the literature is proliferated with discussions of teacher professionalism intensification of teachers work and teacher stress,iyinsada imibhalo exoxa ngenkambiso bungcweti yothisha ukuqiniswa komsebenzi wothisha nangengcindezi ekothisha,en-zu,EnglishZulu00748 Mildred Nomkhosi Nzimande..xlsx,Sheet1,16,11
c evaluate simons physical cognitive language emotional and social development by giving examples to motivate your answer,c bheka ukukhula kukasimon ulandela ukukhula komzimba kwengqondo kolimi komoya nokwenhlalo ngokwenza izibonelo ukweseka impendlo yakho,en-zu,englishzulu00154.xlsx,Sheet1,17,16
you also need to be able to access your etutor page,udinga futhi ukwazi ukufinyelela ekhasini lakho leetutor,en-zu,englishzulu00487.xlsx,Sheet1,11,7
based on the analysis of both qualitative and quantitative data conclusions have been drawn and key recommendations have been forwarded to help the institutions retain their academics,kubhekwa kokubili ukuhlaziywa kwemininingo okukhwalithethivu nokukhwantithethivu kufinyelelwe esiphethweni nasezincomeni ezisemqoka ezidluliselwe ezikhungweni ukuze zikwazi ukugcina abafundisi bazo,en-zu,EnglishZulu00902 Zalalem Bayisa Gurmessa.xlsx,Sheet1,27,17
from this feeling of sincere interest we can move to letting our children know that we want to hear them we can convey to them a recognition of our deep interest in their experience and in their thoughts and feelings,ukusuka kulo muzwa wokuba nentshisekelo ngokweqiniso singaqala sazise izingane zethu ukuthi sifuna ukuzilalela singadlulisela kubo intshisekelo yethu ejulile kulwazi lwabo nemicabango nemizwa yabo,en-zu,englishzulu00415.xlsx,Sheet1,40,23
research ethics committees that approved this study and ensures that your rights and wellbeing are safeguarded,ikomidi lezenqubonhle kwezocwaningo eligunyaze lolu cwaningo futhi eliqinisekisa ukuthi amalungelo akho nenhlalakahle kuvikelekile,en-zu,englishzulu00956.xlsx,Sheet1,16,13
